"screen_name","text","stripped_text1"
"JNeoMarvin","Started reading The Spoon River Anthology today. Among other things, a good reminder to anti-vaxxers that before the tetanus vaccine was introduced in 1924, people would regularly catch lockjaw after getting some small cut on their hand. One character after another dies this way.","started reading the spoon river anthology today among other things a good reminder to antivaxxers that before the tetanus vaccine was introduced in  people would regularly catch lockjaw after getting some small cut on their hand one character after another dies this way"
"jbhonos","@medved_bjj It took me 5 seconds of thought to debunk this. The drastic drop in pregnancy rates would have been everywhere and the anti-vaccine brigade on Twitter would have been tearing their hair out over this for months."," it took me  seconds of thought to debunk this the drastic drop in pregnancy rates would have been everywhere and the antivaccine brigade on twitter would have been tearing their hair out over this for months"
"aloeemporium","@ripdemocracy21 @AP Elizabeth Warren, fully vaccinated, has mild sniffles.

Doug Erickson, unvaccinated and anti-science Covid denier, is now dead.

Seems to me like the vaccine works just fine.","  elizabeth warren fully vaccinated has mild snifflesdoug erickson unvaccinated and antiscience covid denier is now deadseems to me like the vaccine works just fine"
"Marie67661693","@MaggieM58573363 @GlenBaldwinfu @McGiff Iâ€™ve also had cvovid and have anti bodies. Why do I need a vaccine?","   iâ€™ve also had cvovid and have anti bodies why do i need a vaccine"
"jamesholland317","We Must fight back. https://t.co/LELMAraJ4Z","we must fight back "
"colonelBOB2020","@IanMcPHE7T2 @JulianAndKevin All hospitals R full of anti-vaxers &amp; thus have canceled thousands of surgeries that otherwise would have gone through. 
My sis just made her chemo/radiation treatments &amp; surgery in time. A month later &amp; who's knows if she would be here today.
No vaccine.
No hospital care. https://t.co/pIjwup0Tcq","  all hospitals r full of antivaxers  thus have canceled thousands of surgeries that otherwise would have gone through my sis just made her chemoradiation treatments  surgery in time a month later  who knows if she would be here todayno vaccineno hospital care "
"EricArroyo007","An anti-vaxxer's  stupid rationalle for not vaccine is cancelled. https://t.co/uNZt4Y28OE","an antivaxxer  stupid rationalle for not vaccine is cancelled "
"CoffeeThinkers","This would be under control now if it weren't for the freaking anti-mask, anti-vaccine, I don't believe in social distancing assholes.  That's what burns my buns. https://t.co/dawep5rq1s","this would be under control now if it werent for the freaking antimask antivaccine i dont believe in social distancing assholes  that what burns my buns "
"AndySuffield","@jeuasommenulle I would be a little surprised if it was down to vaccinations, as French people are in general quite anti-vaccination, regardless of what the vaccine is for."," i would be a little surprised if it was down to vaccinations as french people are in general quite antivaccination regardless of what the vaccine is for"
"nomadpinoy","@InnovatingCoin @thestephaniewat @OfcTruthBomb @WatchChad Reduce the risk of more severe complications? Such as death? Like the ones we are currently seeing of the Vaccinated? Iâ€™m not anti-vaccine. I have been vaccinated for numerous things. What I am against is an untested, unproven gene therapy cocktail being forced on the public","    reduce the risk of more severe complications such as death like the ones we are currently seeing of the vaccinated iâ€™m not antivaccine i have been vaccinated for numerous things what i am against is an untested unproven gene therapy cocktail being forced on the public"
"DavideLeDingue","@keith_davis11 @RogaJolly I understand very well that he's so delusional as to be borderline insane.
He fell victim to the anti-vaccine delusion long before the pandemic - spouting off against measles vaccines ffs!
From May 2019:
""He has helped to spread dangerous misinformation""
https://t.co/xARsQkOZU8","  i understand very well that he so delusional as to be borderline insanehe fell victim to the antivaccine delusion long before the pandemic  spouting off against measles vaccines ffsfrom may he has helped to spread dangerous misinformation"
"Cryptotradz1","@MCLAREN173 @SkyNews What are you talking about. I never once said the whole world is wrong. I said there is not enough long term data on the vaccine. No one knows the long term impacts. What I do not appreciate is being categorised into anti vax when Iâ€™m not. Iâ€™ve had plenty of shots.","  what are you talking about i never once said the whole world is wrong i said there is not enough long term data on the vaccine no one knows the long term impacts what i do not appreciate is being categorised into anti vax when iâ€™m not iâ€™ve had plenty of shots"
"oldnickels","Democrats in full on fainting COVID fever...
1) Vaccine doesn't work
2) Tests don't work
3) Anti-body dependant enhancement is about to kill lots of people, and it aint the unvaxxed. https://t.co/lLN5BqghL8","democrats in full on fainting covid fever vaccine doesnt work tests dont work antibody dependant enhancement is about to kill lots of people and it aint the unvaxxed "
"MeleaBPoker","@StellaBastone @Niotesla1 @business There should not be a reason to label a ""pro-vaccine argument"", just like there's no need for a ""round earth argument"" to be a thing. There is just science on one side, and flat-earthers and anti-vaccine fuckwits on the other.","   there should not be a reason to label a provaccine argument just like there no need for a round earth argument to be a thing there is just science on one side and flatearthers and antivaccine fuckwits on the other"
"skaro964","@ScottTerrioHMA Actually the anti vax movement started with the Small Pox vaccine. The first anti vax'er died of Small Pox about the time the vaccine was released. #weirdHistory"," actually the anti vax movement started with the small pox vaccine the first anti vaxer died of small pox about the time the vaccine was released weirdhistory"
"EddieGEastcoast","I find impossible to believe that anyone can look at legitimate news about what's going on with Covid and still maintain an anti-vaccine stance.  The depth of our stupidity is fathomless and thus, one supposes, the United States of Nitwits is getting what it deserves!","i find impossible to believe that anyone can look at legitimate news about what going on with covid and still maintain an antivaccine stance  the depth of our stupidity is fathomless and thus one supposes the united states of nitwits is getting what it deserves"
"Collioure6","He finally reveals himself as anti vaccine <U+0001F937><U+0001F3FC><U+200D><U+2640><U+FE0F> https://t.co/rPP2099IGV","he finally reveals himself as anti vaccine ufuffcuduufef "
"MzPunkinPants","@annaecook I lost a number of close friends who came out of the anti-vaccine closet over the last 18 months. My best friend included. I canâ€™t hold space for them and the people I care about. Thus I choose the people I can help and the people I do care about."," i lost a number of close friends who came out of the antivaccine closet over the last  months my best friend included i canâ€™t hold space for them and the people i care about thus i choose the people i can help and the people i do care about"
"NeedleAndFang","I can't help but feel that some of the anti-vaccine sentiment we're seeing today is a consequence of not treating ""I can't do math"" the same way as ""I can't read"".

""Lol what am I ever going to use this for?"" This, mother fuckers.","i cant help but feel that some of the antivaccine sentiment were seeing today is a consequence of not treating i cant do math the same way as i cant readlol what am i ever going to use this for this mother fuckers"
"yevgenydevine","@PlainolBlackman @gregggonsalves Not taking one pharmacological product doesn't imply being anti-pharma, not taking a particular vaccine doesn't imply that a person is anti-vax.
Efficaciousness is beyond the point.","  not taking one pharmacological product doesnt imply being antipharma not taking a particular vaccine doesnt imply that a person is antivaxefficaciousness is beyond the point"
"huntersthompsen","@IAmGenuineOne @CNN I donâ€™t think about you at all. The vaccine crowd tends to believe science. The anti vaccine cloud tend to believes Facebook, Twitter and Reddit","  i donâ€™t think about you at all the vaccine crowd tends to believe science the anti vaccine cloud tend to believes facebook twitter and reddit"
"Numbuh7107","White guy at my work said the dumbest things I ever heard. â€œIâ€™m not anti vaccine. Iâ€™m pro immune systemâ€ bro ill kill you","white guy at my work said the dumbest things i ever heard â€œiâ€™m not anti vaccine iâ€™m pro immune systemâ€ bro ill kill you"
"DMDent","@AntZahra @RobBurl @BBCNews So WHY are they not reporting on the enormous anti lockdown/vaccine mandate demonstrations with objectivity, for eg interviewing some of the thousands that have had their livelihoods destroyed? This is NOT decent journalism AT ALL: it is the Ministry of Truth AGAINST the people","   so why are they not reporting on the enormous anti lockdownvaccine mandate demonstrations with objectivity for eg interviewing some of the thousands that have had their livelihoods destroyed this is not decent journalism at all it is the ministry of truth against the people"
"TeaSippinSherpa","4/<U+0001F4CC>Stop being angry at anti-vaxxers. While they are loud, they're still a minority of the population. The problem is capitalism driven vaccine inequity and 2 political parties relying solely on vaccines. The vax is only a part of what it's gonna take to stop Covid, but Fauci","ufccstop being angry at antivaxxers while they are loud theyre still a minority of the population the problem is capitalism driven vaccine inequity and  political parties relying solely on vaccines the vax is only a part of what it gonna take to stop covid but fauci"
"JovinMikey","Anti-vaccine protesters, police face off in Athens https://t.co/udlSm61VBB via @YouTube","antivaccine protesters police face off in athens  "
"KTLA","A team of medical and public health professionals at the University of Pittsburgh has studied how anti-vaccine activists on social media target vulnerable parents trying to vaccine decisions for their children
https://t.co/n1QsKf0bx1","a team of medical and public health professionals at the university of pittsburgh has studied how antivaccine activists on social media target vulnerable parents trying to vaccine decisions for their children"
"msafmccarthy","@_ThisIsNowhere_ @CnoteLA1 @damagedbiguy Letâ€™s hope that doesnâ€™t happen. But no doubt other variants could complicate vaccine program. The anti-virals seem very promising and may be the best answer soon","   letâ€™s hope that doesnâ€™t happen but no doubt other variants could complicate vaccine program the antivirals seem very promising and may be the best answer soon"
"TamaraLynn0710","@pavyg In a bizarre twist, you can have all the vaccines you like but if you declare that youâ€™re against vaccine mandates then that makes you an anti vaxxer <U+0001F914><U+0001F937><U+0001F3FC><U+200D><U+2640><U+FE0F>!"," in a bizarre twist you can have all the vaccines you like but if you declare that youâ€™re against vaccine mandates then that makes you an anti vaxxer ufufuffcuduufef"
"erikbryn","@notsofastfools Of course the vaccine works, even if it's not perfect.  The evidence is overwhelming.

The people who spread anti-vaccine misinformation have contributed to hundreds of thousands of unnecessary deaths, millions of hospitalizations and trillions of dollars of destroyed value."," of course the vaccine works even if it not perfect  the evidence is overwhelmingthe people who spread antivaccine misinformation have contributed to hundreds of thousands of unnecessary deaths millions of hospitalizations and trillions of dollars of destroyed value"
"Jared_R82","@SamuelChurch14 @GravelInstitute Yeah AMLO is quite socially conservative, he didnâ€™t provide enough aid to people during the pandemic, is pretty anti immigration from Central America, and had a botched vaccine rollout so he is definitely not good, but somehow better than PeÃ±a Nieto.","  yeah amlo is quite socially conservative he didnâ€™t provide enough aid to people during the pandemic is pretty anti immigration from central america and had a botched vaccine rollout so he is definitely not good but somehow better than peãa nieto"
"DavidGr07837209","Experts unpick symbols and slogans at anti-COVID vaccination mandate protest in Perth https://t.co/8RiGaURWdd via @ABCaustralia","experts unpick symbols and slogans at anticovid vaccination mandate protest in perth  "
"gregtenor93","@TRUMPTROUNCED1 @seanhannity Oh, and btw, Cuomo seems pretty pro-vax to me! https://t.co/5GRXDp36Yd","  oh and btw cuomo seems pretty provax to me "
"iamwlaw","God [+ the vaccine, I donâ€™t need yâ€™all anti-vaxxers thinking Iâ€™m gang]. Because I ainâ€™t special and I be in these streets lol. https://t.co/xDq00spq6w","god  the vaccine i donâ€™t need yâ€™all antivaxxers thinking iâ€™m gang because i ainâ€™t special and i be in these streets lol "
"dk_producer","@HopeAldridge I more so mean that govt was slow approving the vaccine, same for 1-4 year olds. Also, no plan to deal with anti vax crowd that will flood ICU. Instead they shut down for everyone"," i more so mean that govt was slow approving the vaccine same for  year olds also no plan to deal with anti vax crowd that will flood icu instead they shut down for everyone"
"Michael08485966","@DrOz And Dr Oz what is your solution to all the people on your political side who refuse to get the vaccine, wear a mask or social distance. You are the one genius who wanted with Trump for people to take the anti parasitic drug to fight covid19."," and dr oz what is your solution to all the people on your political side who refuse to get the vaccine wear a mask or social distance you are the one genius who wanted with trump for people to take the anti parasitic drug to fight covid"
"15charactersssz","@Tonester_7 @Patrici57798012 @UrbaneSlave @JessicaLBarnard That's on them. 

For me, Anti Vaccine rhetoric is steeped in Nazism. They were the Nazis. Hitler was staunchly Anti Vaccine and was building a nation around a Pure Blood ideology. This has been drafted straight across in 2021 an they are being fucki g open about it.","    that on them for me anti vaccine rhetoric is steeped in nazism they were the nazis hitler was staunchly anti vaccine and was building a nation around a pure blood ideology this has been drafted straight across in  an they are being fucki g open about it"
"AndrewVoigt","@BlackXtian @DTedifies But again, Iâ€™m not against the vaccine. Youâ€™re talking to me (more about my tweet) as if Iâ€™m anti-vaccination and coughing on people. I would love it if everyone got vaccinated. I do NOT love government. Government does not truly care about people. You know this.","  but again iâ€™m not against the vaccine youâ€™re talking to me more about my tweet as if iâ€™m antivaccination and coughing on people i would love it if everyone got vaccinated i do not love government government does not truly care about people you know this"
"ShellSimpsonxx","@walrozt I think anti vaxxers is a very generic response to throw around. You donâ€™t know why they havenâ€™t had THIS vaccine, because they have more than likely have had others. Maybe educate yourself first and asks WHY?"," i think anti vaxxers is a very generic response to throw around you donâ€™t know why they havenâ€™t had this vaccine because they have more than likely have had others maybe educate yourself first and asks why"
"Shortstuf_610","@erinmangerer Wait a minute. Wasnâ€™t one of the anti vaxxerâ€™s reasons to not get the vaccine is because it made them infertile?  But the booster causes them to get pregnant?"," wait a minute wasnâ€™t one of the anti vaxxerâ€™s reasons to not get the vaccine is because it made them infertile  but the booster causes them to get pregnant"
"mrkdennison","@OystahGal @JRubinBlogger See ginger pig, itâ€™s not that we are anti vax.  Most of us are fully vaxxed, but are anti mandate.  Had COVID.  Iâ€™ve had worse colds.  And that was prior to the vaccine.  So, if Republicans dying makes you feel like you are winning, that speaks volumes about you as a person.","  see ginger pig itâ€™s not that we are anti vax  most of us are fully vaxxed but are anti mandate  had covid  iâ€™ve had worse colds  and that was prior to the vaccine  so if republicans dying makes you feel like you are winning that speaks volumes about you as a person"
"Ddlee1984","@jeanne_junkins @fcw0922 @chipfranklin Because politics is a popularity contest. If the unwashed masses of your typical support want an anti vax warrior for their crusade and you want to stay in power you act like they are right. Nowt stops you being smarter behind closed doors though and having the vaccine.","   because politics is a popularity contest if the unwashed masses of your typical support want an anti vax warrior for their crusade and you want to stay in power you act like they are right nowt stops you being smarter behind closed doors though and having the vaccine"
"scamp220868","@piersmorgan We have enough adverts with fags depicting death. Starvation on tv adds for funding , Keats have some showing covid patience in hospital, might show  some of the idiots what the effects are, failing that let the anti vaccine crew volunteer on the wards with it,"," we have enough adverts with fags depicting death starvation on tv adds for funding  keats have some showing covid patience in hospital might show  some of the idiots what the effects are failing that let the anti vaccine crew volunteer on the wards with it"
"AthenaSenior","@Leekost @vetteach1 @elizaorlins IT SAYS THOSE CONTACTS WHO WERE VSCCINATED WERE LESS LIKELY TO GET IT. My god the anti-vaccine crowd has become so stupidly entrenched","   it says those contacts who were vsccinated were less likely to get it my god the antivaccine crowd has become so stupidly entrenched"
"DatingaSociopat","@watermole6 @snarkyrobot @Hall1984K I trusted Dr Michael Yeadon and other scientists, who had no vested interests. Wasnt anti vax. Had no vaccine shares. But they silenced him and others. Wikipedia even said he was a conspiracy theorist. Funny as conspiracy theorists have  been more accurate than media, govt others","   i trusted dr michael yeadon and other scientists who had no vested interests wasnt anti vax had no vaccine shares but they silenced him and others wikipedia even said he was a conspiracy theorist funny as conspiracy theorists have  been more accurate than media govt others"
"Destroy_urnx","Damn. I would be alright with anti-lockdown protesters; you don't need to take the vaccine. You are the only person that has the freedom to do whatever to do to you (i.e., trans, drugs, food). Your decisions should reflect yourself.","damn i would be alright with antilockdown protesters you dont need to take the vaccine you are the only person that has the freedom to do whatever to do to you ie trans drugs food your decisions should reflect yourself"
"IAmGenuineOne","@huntersthompsen @CNN I hope your not assuming I refuse to do those things. As someone who sees things from sides, I feel the pro-vaccine crowd is just as ignorant as the anti-vaccine crowd.","  i hope your not assuming i refuse to do those things as someone who sees things from sides i feel the provaccine crowd is just as ignorant as the antivaccine crowd"
"OpenOneEye","@RonFilipkowski Iâ€™m getting numb to all of it. Iâ€™m almost hoping every anti-vaccine idiot gets it and suffers. The only people I have any empathy for are the hospital workers."," iâ€™m getting numb to all of it iâ€™m almost hoping every antivaccine idiot gets it and suffers the only people i have any empathy for are the hospital workers"
"MarieCeee","This is a more in-depth, and frankly more thought out explanation than my version of anti-masker, anti-vaccine people who feel they're just in too deep to come around now. You can come back. I won't say ""I told you so"". https://t.co/RFqADROvoL","this is a more indepth and frankly more thought out explanation than my version of antimasker antivaccine people who feel theyre just in too deep to come around now you can come back i wont say i told you so "
"ElJJTP","@nypost Weird she has mild symptoms and is recovering....compared the antivaxxer republican... Dead. Seems like the vaccine works unless you think mild symptoms and being able to carry on with life under a bit of quarantine is the same as being dead.  https://t.co/hiUIwiDmRL"," weird she has mild symptoms and is recoveringcompared the antivaxxer republican dead seems like the vaccine works unless you think mild symptoms and being able to carry on with life under a bit of quarantine is the same as being dead  "
"vaxreports1","Niva is part of a growing community of people in Israel, and worldwide, who suspect or have been confirmed with a severe adverse event (SAE) from the COVID vaccine, but which they often dub â€œvaccine injuries.â€
https://t.co/NuW8Gaa7aK https://t.co/CU64ULqf7G","niva is part of a growing community of people in israel and worldwide who suspect or have been confirmed with a severe adverse event sae from the covid vaccine but which they often dub â€œvaccine injuriesâ€ "
"1WorldGovt1Sun","@donwinslow @415holgate @BarackObama @MichelleObama @ObamaFoundation @jaredkushner @IvankaTrump @DonaldTrump @DonaldJTrumpJr @StephenM @SecNielsen @SenGillibrand @tedcruz @Sen_JoeManchin @KrystenSinema @RepJerryNadler Pandemic-Vaccine Get ""Sold""?
""The Hiddenly Destructive (Anti-Democratic + US,-Enemy + US-Traitor +Anti-US + Anti-World +Selfish+Opportunist+Wealthy)Evil Fascist Terrorists(@BarackObama +@MichelleObama+SusanRice+@ObamaFoundation +@DonaldTrump 
+Trump Organisation +@jaredkushner+","                pandemicvaccine get soldthe hiddenly destructive antidemocratic  usenemy  ustraitor antius  antiworld selfishopportunistwealthyevil fascist terrorists susanrice  trump organisation "
"Fitzroy47","Unchallenged, this movement could lead to aggressive fascism around the world, a feat even Adolf Hitler was unable to achieve. Then they'll know what repression means.
 
 Experts unpick symbols and slogans at anti-COVID vaccination mandate protest in Perth
https://t.co/v4faxMf0G0","unchallenged this movement could lead to aggressive fascism around the world a feat even adolf hitler was unable to achieve then theyll know what repression means  experts unpick symbols and slogans at anticovid vaccination mandate protest in perth"
"2PointOhhh","@jimmybob1978 @AlistairHaimes Do you find that term offensive? Or are you one of those â€œIâ€™m not anti vaccine im just anti THIS vaccineâ€ types","  do you find that term offensive or are you one of those â€œiâ€™m not anti vaccine im just anti this vaccineâ€ types"
"4thaccount99","@EpsilonTheory You didnâ€™t see this coming?  They changed the freaking definitions. If you donâ€™t believe in vaccine mandates, you are an anti vaxxer.   They showed their cards."," you didnâ€™t see this coming  they changed the freaking definitions if you donâ€™t believe in vaccine mandates you are an anti vaxxer   they showed their cards"
"santorism","@RILabSci @SherriW78530644 @BetteMidler And explain why ppl like Fauci wants to vaxed ppl in a pandemic! Totally anti-science. Why the FDA donâ€™t talk about prevention but the only way out is through  gene therapy now called vaccine.","   and explain why ppl like fauci wants to vaxed ppl in a pandemic totally antiscience why the fda donâ€™t talk about prevention but the only way out is through  gene therapy now called vaccine"
"WEMcCormick","@Mattvlaming @autisticlins @mjewett123 @lavern_spicer â€œInoculation
i-nok""y<U+0259>-la'sh<U+0259>n
noun
The act or an instance of inoculating, especially the introduction of an antigenic substance or vaccine into the body to produce immunity to a specific disease.â€
Inoculation is what we donâ€™t have. â€˜Anti-Vaxerâ€™ is poisonous rhetoric.","    â€œinoculationinokyulahunnounthe act or an instance of inoculating especially the introduction of an antigenic substance or vaccine into the body to produce immunity to a specific diseaseâ€inoculation is what we donâ€™t have â€˜antivaxerâ€™ is poisonous rhetoric"
"IanBrow92352426","@ReasonedUK The head of Germanyâ€™s domestic intelligence agency warned of political violence from the countryâ€™s anti-vaccine movement with its connections to the far-right."," the head of germanyâ€™s domestic intelligence agency warned of political violence from the countryâ€™s antivaccine movement with its connections to the farright"
"MatthewNewell67","@sammy44231 @skepticalprune @sailor_man_dan @IdunsDaughter @Alphae1978 @VENGYNCE @AbsoluteGnosis @zeetubes @doom37455413 @andylumm @ogilville1 @tomsirolimus @provaxtexan @Monstercoyliar @AndrewLazarus4 @paco7320 @MdRisette @raouldukeerik @MsTrixter @volpiranyas @SkepticalMutant @richykirsh @immunotoxPhD @ktibus @J_EmpyreanGoals @JimeeLiberty @swedishchf @Particle96 @janem1276 @LukeAnglindoor @mcfunny @_DrCJM_ @handmadekathy @Piper_O_Brien @kath2cats @WendyOrent @bush_wendy @TakeThatEarth @alisonpalk @rpagano697 @sj_ca1867 @PaulDesmoParker @_mamadeb @runhack @satekor @SultaneAlexand1 @kevinault @tenebra99 @Sara4843 @deralteGaukler What about ICUs full of anti-vaxxers? 

https://t.co/3omNsCvils","                                                  what about icus full of antivaxxers "
"elizalynnjohn","@AshaRangappa_ 1. If you follow science you have very little risk 2) if you believed science you would not need one every week as that vaccine would actually work. FYI most people are not anti-vaxx. They are anti mandate. They also are not addicted to them as many in comments appear to be.","  if you follow science you have very little risk  if you believed science you would not need one every week as that vaccine would actually work fyi most people are not antivaxx they are anti mandate they also are not addicted to them as many in comments appear to be"
"kcarruthers","Look in essence itâ€™s a gnostic movement underpinned by white fear:  Experts unpick symbols and slogans at anti-COVID vaccination mandate protest in Perth https://t.co/N9uL4pS9oG via @ABCaustralia","look in essence itâ€™s a gnostic movement underpinned by white fear  experts unpick symbols and slogans at anticovid vaccination mandate protest in perth  "
"blasian_dragon","@jaybaby1026 @MikeTaddow You are agreeing with the fact that this vaccine was rushed through the approval process, you guys mistake people not wanting this vaccine with anti vaccers.","  you are agreeing with the fact that this vaccine was rushed through the approval process you guys mistake people not wanting this vaccine with anti vaccers"
"JAMortram","#smalltowninertia Waiting for the #NFT Covid vaccine to drop, itâ€™ll be perfect for the anti-vaccine barmy army. What a load of useless cunts. <U+0001F92A>","smalltowninertia waiting for the nft covid vaccine to drop itâ€™ll be perfect for the antivaccine barmy army what a load of useless cunts ufa"
"sclarkguy","@Cartwright_Four @JimVotel @SteveKrak Two things: 

Not all people that choose not to get two (whoops, three.. for now) shots are ""anti-vaxers""

If the vaccine works (after two.. or three shots) then how are you getting infected?","   two things not all people that choose not to get two whoops three for now shots are antivaxersif the vaccine works after two or three shots then how are you getting infected"
"Hail__To_You","German Bundestag members announce bold anti-Corona-regime protest:

- Refuse to be ""coerced"" into Covid-vaccine

- Publicly vow NEVER to take the vaccine

- Willing to go to prison, dare government to arrest them

(speech in English, European Parliament):
https://t.co/BDEcfe6dIt","german bundestag members announce bold anticoronaregime protest refuse to be coerced into covidvaccine publicly vow never to take the vaccine willing to go to prison dare government to arrest themspeech in english european parliament"
"Remroum","A lot of unmasked anti-vaxxers have blood on their hands. When you're unmasked, actively flouting rules, putting yourself in crowded places, and pretending like covid doesn't kill, you aren't a simply vaccine skeptic making a personal choice, you're an agent of mass death.","a lot of unmasked antivaxxers have blood on their hands when youre unmasked actively flouting rules putting yourself in crowded places and pretending like covid doesnt kill you arent a simply vaccine skeptic making a personal choice youre an agent of mass death"
"danblackroyd","I meanâ€¦Iâ€™m assuming Sarah Palin is vaccinated. Like all the high profile rich conservative politicians who are espousing anti-vaccine sentiment to pander to their stupid base. But she might not be. Letâ€™s not forget. Sheâ€™s stupid too. Anything could happen.","i meanâ€iâ€™m assuming sarah palin is vaccinated like all the high profile rich conservative politicians who are espousing antivaccine sentiment to pander to their stupid base but she might not be letâ€™s not forget sheâ€™s stupid too anything could happen"
"GtnChoi","Thousands Join Anti-Vaccine Protest in Melbourne, Australia https://t.co/7X7dbCQjZd - @YouTube","thousands join antivaccine protest in melbourne australia   "
"DanSmith112263","@SteveDeaceShow Gosh, if you thought THAT was funny, wait until you read this side-splitting story of another anti-science advocate dying needlessly.

https://t.co/FBzKHBYxu1"," gosh if you thought that was funny wait until you read this sidesplitting story of another antiscience advocate dying needlessly"
"MenckenWasRight","@Manzione33 @LisaLisaG1969 @karagen @stalag13resist @davidaxelrod ... possibly vaccine related.  VAERS accepts all such reports without validating them, so the quality/veracity of the data is inherently questionable.  Establishing actual significance requires further investigation.

But yes, there are anti-vaxxers prepared to blame almost...","      possibly vaccine related  vaers accepts all such reports without validating them so the qualityveracity of the data is inherently questionable  establishing actual significance requires further investigationbut yes there are antivaxxers prepared to blame almost"
"MoreThanDanny","How the slogans and symbols of the anti-vaccine movement offer an insight into the minds of protesters - ABC News https://t.co/waULrGcowt","how the slogans and symbols of the antivaccine movement offer an insight into the minds of protesters  abc news "
"fit_rican","@thehill Another anti vaccine politician bites the dust.  When are they going to learn? https://t.co/Tdex6C1tTE"," another anti vaccine politician bites the dust  when are they going to learn "
"LeadStoriesCom","@MichaelPSenger You should also read our reply.

When an article from a reputable journal suddenly goes viral among anti-vaccine activists, you have to wonder if there is more to the story.

There is:
https://t.co/JXxDOsIfJm"," you should also read our replywhen an article from a reputable journal suddenly goes viral among antivaccine activists you have to wonder if there is more to the storythere is"
"realJavonPrice","Supporting lockdowns and vaccine mandates is effectively anti-black. I said what I said <U+0001F44F><U+0001F3FE>","supporting lockdowns and vaccine mandates is effectively antiblack i said what i said uffuffe"
"Sandyboots2020","@JohnHWoods2 @jollyjapes Yeah think it signifies anti-vaccine, anti-lockdown, covid denying crack pot basically. Flat earthers.","  yeah think it signifies antivaccine antilockdown covid denying crack pot basically flat earthers"
"realBradBrewer","You can be pro-vaccine or anti-vaccine.

One fact is clear - no other *vaccine* in human history has been allowed to kill this many people without being pulled off the market.","you can be provaccine or antivaccineone fact is clear  no other vaccine in human history has been allowed to kill this many people without being pulled off the market"
"Indepentopaper","@myyedesantis @MatthewsHawk @GovRonDeSantis Thereâ€™s not a single employer private or federal to this day! Thatâ€™s laid off any employees due to any vaccine mandate! Let God be my witness! The only lay offs have ironically been private business anti vaxx owners! Obviously youâ€™re going to say this is fake? Only Trump is true?","   thereâ€™s not a single employer private or federal to this day thatâ€™s laid off any employees due to any vaccine mandate let god be my witness the only lay offs have ironically been private business anti vaxx owners obviously youâ€™re going to say this is fake only trump is true"
"VoxPopuliMx","Anti-vaccine protests in Spain, Germany protesters clash with police. #GlobalAwakening 
https://t.co/aFca8Aw0cr","antivaccine protests in spain germany protesters clash with police globalawakening "
"SimonMDoughty","@walrozt You got my follow for it. I feel the way you do: educated people have to stand up to the mindless ignorance of the anti-vaccine crowd"," you got my follow for it i feel the way you do educated people have to stand up to the mindless ignorance of the antivaccine crowd"
"PavlosPavlova","@TheShad78631449 @noodles_nood And the two people I know who died from covid-19 were just unlucky?

Plus, amazingly, I know of nobody who has suffered life changing problems from the vaccine.

Isn't it amazing that it's ONLY anti-vaxxers who know of people damaged by the vaccine. Now that is a coincidence <U+0001F914>","  and the two people i know who died from covid were just unluckyplus amazingly i know of nobody who has suffered life changing problems from the vaccineisnt it amazing that it only antivaxxers who know of people damaged by the vaccine now that is a coincidence uf"
"Leah_M_Howie","This was an anti-vaccine family memberâ€™s favourite line of argument: that requiring people to be vaccinated to participate fully in society (ie have certain jobs, go to certain places etc) created disharmony and therefore that meant the policy - and not their choice - was bad.","this was an antivaccine family memberâ€™s favourite line of argument that requiring people to be vaccinated to participate fully in society ie have certain jobs go to certain places etc created disharmony and therefore that meant the policy  and not their choice  was bad"
"benavu54","How the slogans and symbols of the anti-vaccine movement offer an insight into the minds ofâ€¦ https://t.co/11vj9HTT5V","how the slogans and symbols of the antivaccine movement offer an insight into the minds ofâ€ "
"catdadfromca","@bedouinprodigy1 Okay, let me try to ETLY5. While you anti-intellectuals parade around arrogantly about your child-like understanding of freedom. The virus will continue to live and replicate and there will be variant after variant until the vaccine wonâ€™t work anymore."," okay let me try to etly while you antiintellectuals parade around arrogantly about your childlike understanding of freedom the virus will continue to live and replicate and there will be variant after variant until the vaccine wonâ€™t work anymore"
"nc_clair","I got J and J and now because of vaccine apartheid and yâ€™all POS anti vax folks OMICRON IS HERE and Iâ€™m gonna probably have to go get Pfizer too now. I hate it here.","i got j and j and now because of vaccine apartheid and yâ€™all pos anti vax folks omicron is here and iâ€™m gonna probably have to go get pfizer too now i hate it here"
"GermanyKent","Thousands of anti-vaccine protesters march in #Paris, denounce health pass. https://t.co/wFyegHTGTh

#VaccineMandate #Omicron #COVIDPassports #Latest #COVID19Vaccine #protest (<U+0001F3A5>Kees71) https://t.co/HdvaNYt9Jp","thousands of antivaccine protesters march in paris denounce health pass vaccinemandate omicron covidpassports latest covidvaccine protest ufakees "
"NPRobertV","Nothing against Fauci personally, but I find it odd that @POTUS @JoeBiden didnâ€™t feature @NIHDirector more prominently during this pandemic. One of the biggest anti-Covid vaccine groups is evangelicals and Collins is an evangelical.","nothing against fauci personally but i find it odd that   didnâ€™t feature  more prominently during this pandemic one of the biggest anticovid vaccine groups is evangelicals and collins is an evangelical"
"AlisonBook","Experts unpick symbols and slogans at anti-COVID vaccination mandate protest in Perth
https://t.co/Yhq0wTJbR2 https://t.co/vaulUAPvNm","experts unpick symbols and slogans at anticovid vaccination mandate protest in perth "
